-4025.27 ||| 29-Feb-16 12:00:00 AM +00:00 ||| Digedu payroll 160301 13 Vincent Justin
-4025.27 ||| 29-Jan-16 12:00:00 AM +00:00 ||| Digedu payroll 160201 13 Vincent Justin
-4435.4 ||| 31-Dec-15 12:00:00 AM +00:00 ||| Digedu payroll 160101 13 Vincent Justin
-4435.4 ||| 30-Nov-15 12:00:00 AM +00:00 ||| Digedu payroll 151201 13 Vincent Justin
-4072.79 ||| 30-Oct-15 12:00:00 AM +00:00 ||| Digedu payroll 151028 13 Vincent Justin
-4030.71 ||| 30-Sep-15 12:00:00 AM +00:00 ||| Digedu payroll 150928 13 Vincent Justin
-4020.15 ||| 31-Aug-15 12:00:00 AM +00:00 ||| Digedu payroll 150827 13 Vincent Justin
-4020.15 ||| 31-Jul-15 12:00:00 AM +00:00 ||| Digedu payroll 150729 13 Vincent Justin
-4020.15 ||| 30-Jun-15 12:00:00 AM +00:00 ||| Digedu payroll 150626 13 Vincent Justin
-4020.15 ||| 29-May-15 12:00:00 AM +00:00 ||| Digedu payroll 150601 13 Vincent Justin
-4020.15 ||| 30-Apr-15 12:00:00 AM +00:00 ||| Digedu payroll 150428 13 Vincent Justin
-4020.15 ||| 31-Mar-15 12:00:00 AM +00:00 ||| Digedu payroll 150327 13 Vincent Justin

Groups of two
33.3 ||| 12-Sep-16 12:00:00 AM +00:00 ||| VEGGIE GRILL PDA
35.57 ||| 15-Aug-16 12:00:00 AM +00:00 ||| VEGGIE GRILL PDA

6.42 ||| 31-Mar-16 12:00:00 AM +00:00 ||| YOGURTLAND CA-270
11.86 ||| 01-Mar-16 12:00:00 AM +00:00 ||| YOGURTLAND CA-270

39.95 ||| 23-Feb-16 12:00:00 AM +00:00 ||| Recurring Payment - EASYDNS.COM CD
19.95 ||| 14-Oct-15 12:00:00 AM +00:00 ||| Recurring Payment - EASYDNS.COM CD

7 ||| 10-Nov-15 12:00:00 AM +00:00 ||| Unified Valet #1
7 ||| 13-Oct-15 12:00:00 AM +00:00 ||| Unified Valet #1

67.61 ||| 21-May-15 12:00:00 AM +00:00 ||| Mijares Mexican Restaurant
64.67 ||| 23-Apr-15 12:00:00 AM +00:00 ||| Mijares Mexican Restaurant

114.45 ||| 28-Apr-15 12:00:00 AM +00:00 ||| Recurring Payment - TOMMY JOHN
79.45 ||| 09-Apr-15 12:00:00 AM +00:00 ||| Recurring Payment - TOMMY JOHN

